Address,Zip Code,CD#,Year of Covenant,Affordable Units,Total Units,% of Affordable,Entitlements,Type2,AH Studio Unit #,AH 1BR Unit #,AH 2BR Unit #,AH 3BR Unit #,AH 4BR Unit #,AH 5BR Unit#,AH 6BR Unit#,LAT,LONG,Cleaned_Address
1339 N. Tamarind Ave.,90028.0,13,2022,4.0,44.0,9.09%,Density Bonus,Market Rate Developments,,,,,,,,33.9050705,-118.2229731,1339 N. Tamarind Ave.
8333 S. Airport Blvd.,90045.0,11,2022,100.0,102.0,98.04%,Density Bonus,Market Rate Developments,,,,,,,,33.963126,-118.3858269,8333 S. Airport Blvd.
1657 N. Western Ave.,90027.0,13,2022,198.0,200.0,99.00%,Density Bonus,Market Rate Developments,,,,,,,,34.1007484,-118.3095745,1657 N. Western Ave.
5475 S. Inglewood Blvd.,90230.0,11,2022,1.0,11.0,9.09%,Density Bonus,Market Rate Developments,,310,,,,,,33.9849954,-118.4069072,5475 S. Inglewood Blvd.
2800 N. Rokeby St.,90039.0,4,2022,4.0,39.0,10.26%,Density Bonus,Market Rate Developments,,"210, 308, 402",206,,,,,34.1075513,-118.2646649,2800 N. Rokeby St.
806 W. Adams Blvd.,90007.0,9,2022,6.0,52.0,11.54%,Density Bonus,Market Rate Developments,,,,"105, 121, 206, 210, 305, 308",,,,34.0295304,-118.2802524,806 W. Adams Blvd.
511 S. Harbor Blvd.,90731.0,15,2022,16.0,137.0,11.68%,Density Bonus,Market Rate Developments,"413, 516, 613, 813","409, 503, 523, 608, 624, 710, 723, 809, 824","418, 528, 704",,,,,33.7402492,-118.2800624,511 S. Harbor Blvd.
2323 S. Scarff St.,90007.0,1,2022,1.0,10.0,10.00%,Density Bonus,Market Rate Developments,,,,,404,,,34.0327931,-118.2804795,2323 S. Scarff St.
306 S. Union Pl.,90017.0,1,2022,4.0,30.0,13.33%,Transit Oriented Communities (Toc),Market Rate Developments,,"305, 401, 502",204,,,,,34.06028,-118.26726,306 S. Union Pl.
1546 S. Orange Grove Ave.,90019.0,10,2022,3.0,28.0,10.71%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0481091,-118.3660795,1546 S. Orange Grove Ave.
1415 W. Court St.,90026.0,1,2022,7.0,46.0,15.22%,Transit Oriented Communities (Toc),Market Rate Developments,"304, 506","203, 403","102, 300",,207,,,34.0651187,-118.2586809,1415 W. Court St.
612 N. Normandie Ave.,90004.0,13,2022,1.0,12.0,8.33%,Transit Oriented Communities (Toc),Market Rate Developments,,3,,,,,,34.0816597,-118.3001385,612 N. Normandie Ave.
339 S. Oxford Ave.,90020.0,10,2022,2.0,12.0,16.67%,Transit Oriented Communities (Toc),Market Rate Developments,,,303,404,,,,34.0678338,-118.3081806,339 S. Oxford Ave.
3518 S. Chespeake Ave.,90016.0,10,2022,3.0,29.0,10.34%,Transit Oriented Communities (Toc),Market Rate Developments,,,"206, 303, 401",,,,,34.0233604,-118.3450323,3518 S. Chespeake Ave.
5318 S. Hoover St.,90037.0,9,2022,56.0,57.0,98.25%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,33.99363,-118.28694,5318 S. Hoover St.
3434 S. Chesapeake Ave.,90016.0,10,2022,1.0,10.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,202,,,,,34.0244983,-118.3446794,3434 S. Chesapeake Ave.
1626 W. Temple St.,90026.0,13,2022,7.0,72.0,9.72%,Transit Oriented Communities (Toc),Market Rate Developments,,"211, 213, 303, 308, 414, 513, 602",,,,,,34.0681012,-118.2618443,1626 W. Temple St.
300 W. 60th St.,90003.0,9,2022,59.0,60.0,98.33%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,33.9851275,-118.2783205,300 W. 60th St.
329 S. Bonnie Brae St.,90057.0,1,2022,3.0,30.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,"206, 406, 606",,,,,34.0611168,-118.2709319,329 S. Bonnie Brae St.
1411 S. Flower St.,90015.0,14,2022,25.0,227.0,11.01%,Transit Oriented Communities (Toc),Market Rate Developments,"210, 212, 214, 226, 309, 311, 313, 328, 330, 410, 412, 414, 431, 511, 513, 530, 610, 612, 629",,,,,,,34.0381829,-118.2684825,1411 S. Flower St.
525 S. Union Ave.,90017.0,1,2022,44.0,44.0,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0580107,-118.2698496,525 S. Union Ave.
110 E. 116th St.,90061.0,15,2022,17.0,84.0,20.24%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,33.929055,-118.2736694,110 E. 116th St.
6506 S. Main St.,90003.0,9,2022,2.0,20.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,33.9802289,-118.2735692,6506 S. Main St.
10811 S. Compton Ave.,90059.0,15,2022,28.0,29.0,96.55%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,33.9198476,-118.2462306,10811 S. Compton Ave.
2709 W. Florence Ave.,90043.0,2,2022,58.0,58.0,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,33.97473,-118.323,2709 W. Florence Ave.
1837 N. Workman St.,90031.0,14,2022,16.0,16.0,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.2978138,-118.4292721,1837 N. Workman St.
836 W. 42nd Pl.,90037.0,9,2022,5.0,31.0,16.13%,Transit Oriented Communities (Toc),Market Rate Developments,,"205, 306","101, 407",,501,,,34.0063047,-118.2885031,836 W. 42nd Pl.
611 N. Virgil Ave.,90004.0,13,2022,3.0,30.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,406,"205, 308",,,,34.0821714,-118.2869825,611 N. Virgil Ave.
549 S. Harvard Blvd.,90020.0,10,2022,15.0,150.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,210,"219, 608, 623, 703, 724","225, 305, 314, 326, 409, 412, 418, 513, 517",,,,,34.0640731,-118.304122,549 S. Harvard Blvd.
8717 S. Central Ave.,90002.0,9,2022,20.0,20.0,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,33.9587,-118.2566,8717 S. Central Ave.
8940 N. Reseda Blvd.,91324.0,12,2022,5.0,51.0,9.80%,Transit Oriented Communities (Toc),Market Rate Developments,,"308, 403","212, 302",,,,,34.2330867,-118.5357506,8940 N. Reseda Blvd.
1525 W. Pizarro St.,90026.0,13,2022,10.0,90.0,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0669255,-118.261115,1525 W. Pizarro St.
9401 S. Broadway,90003.0,8,2022,17.0,17.0,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,33.9508712,-118.2786359,9401 S. Broadway
8016 S. Western Ave.,90047.0,8,2022,20.0,20.0,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,33.9658866,-118.3088301,8016 S. Western Ave.
11013 W. Hartsook St.,91601.0,2,2022,3.0,25.0,12.00%,Transit Oriented Communities (Toc),Market Rate Developments,,404,"201, 302",,,,,34.1641895,-118.4751275,11013 W. Hartsook St.
6110 S. San Pedro St.,90003.0,9,2022,16.0,16.0,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,33.9839493,-118.2694389,6110 S. San Pedro St.
3605 S. San Pedro St.,90011.0,9,2022,44.0,44.0,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.01362290000001,-118.266639,3605 S. San Pedro St.
1446 S. Bedford St.,90035.0,5,2022,3.0,29.0,10.34%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0527175,-118.3804079,1446 S. Bedford St.
942 N. Wilcox Ave.,90038.0,13,2022,3.0,15.0,20.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.032542,-118.1250721,942 N. Wilcox Ave.
153 N. Mariposa Ave.,90004.0,10,2022,20.0,20.0,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0743594,-118.2995942,153 N. Mariposa Ave.
608 N. Serrano Ave.,90004.0,13,2022,3.0,22.0,13.64%,Transit Oriented Communities (Toc),Market Rate Developments,,,,"202, 305",102,,,34.0820684,-118.3066538,608 N. Serrano Ave.
3433 N. Pasadena Ave (Building C),90031.0,1,2022,258.0,468.0,55.13%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.1521013,-118.1574666,3433 N. Pasadena Ave (Building C)
5566 W. Pico Blvd.,90019.0,10,2022,4.0,40.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0495742,-118.3601903,5566 W. Pico Blvd.
3450 W. 43rd St.,90008.0,10,2022,7.0,56.0,12.50%,Transit Oriented Communities (Toc),Market Rate Developments,"205, 209, 212, 306, 313, 404, 410",,,,,,,34.005569,-118.333029,3450 W. 43rd St.
4347 S. Woodlawn Ave.,90011.0,9,2022,32.0,33.0,96.97%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0043168,-118.2732411,4347 S. Woodlawn Ave.
10914 S. Main St.,90061.0,8,2022,20.0,20.0,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,33.9369258,-118.2735127,10914 S. Main St.
5806 W. Lexington Ave.,90038.0,13,2022,2.0,17.0,11.76%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0925339,-118.3161164,5806 W. Lexington Ave.
1350 W Court St.,90026.0,1,2022,6.0,69.0,8.70%,Transit Oriented Communities (Toc),Market Rate Developments,406,213,"104, 210, 303",108,,,,34.06453,-118.258,1350 W Court St.
913 S. Shenandoah St.,90035.0,5,2022,2.0,14.0,14.29%,Transit Oriented Communities (Toc),Market Rate Developments,,,"102, 201",,,,,34.06045,-118.3815,913 S. Shenandoah St.
1843 N. Sichel St.,90031.0,14,2022,20.0,21.0,95.24%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0651888,-118.2130383,1843 N. Sichel St.
1529 S. Hi Point St.,90035.0,10,2022,2.0,14.0,14.29%,Transit Oriented Communities (Toc),Market Rate Developments,,,302,201,,,,34.0493123,-118.3697417,1529 S. Hi Point St.
10978 W. Wilkins Ave.,90024.0,5,2022,3.0,23.0,13.04%,Transit Oriented Communities (Toc),Market Rate Developments,,"302, 403",,,,,201,34.0537807,-118.4440334,10978 W. Wilkins Ave.
14811 W. Erwin St.,91411.0,6,2022,4.0,33.0,12.12%,Transit Oriented Communities (Toc),Market Rate Developments,,,"204, 207, 309, 406",,,,,34.1829925,-118.3935511,14811 W. Erwin St.
7807 S. Broadway,90003.0,9,2022,20.0,,,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,33.9685752,-118.278709,7807 S. Broadway
1427 S. Greenfield Ave.,90025.0,5,2022,5.0,29.0,17.24%,Transit Oriented Communities (Toc),Market Rate Developments,,"202, 302, 305, 402, 405",,,,,,34.0525365,-118.4448169,1427 S. Greenfield Ave.
1000 N. Edinburgh Ave.,90046.0,5,2022,2.0,18.0,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,"205, 304",,,,,,,34.0889113,-118.3635451,1000 N. Edinburgh Ave.
10425 S. Avalon Blvd.,90003.0,8,2022,38.0,38.0,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,33.941178,-118.2654946,10425 S. Avalon Blvd.
606 N. Manhattan Pl.,90004.0,13,2022,2.0,14.0,14.29%,Transit Oriented Communities (Toc),Market Rate Developments,203,401,,,,,,34.0819641,-118.3099699,606 N. Manhattan Pl.
1510 S. Hi Point St.,90035.0,10,2022,6.0,58.0,10.34%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0497189,-118.3689571,1510 S. Hi Point St.
2426 E. Cincinnati St.,90033.0,14,2022,2.0,18.0,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,204,101,,,,,34.0471275,-118.2063999,2426 E. Cincinnati St.
2597 S. Alsace Ave.,90016.0,10,2022,2.0,24.0,8.33%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0325723,-118.3553364,2597 S. Alsace Ave.
5400 N. Carpenter Ave.,91607.0,2,2022,3.0,16.0,18.75%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.16881,-118.39087,5400 N. Carpenter Ave.
7322 N. Topanga Canyon Blvd.,91303.0,3,2022,12.0,149.0,8.05%,Transit Oriented Communities (Toc),Market Rate Developments,"137, 407","149, 157, 217, 228, 258, 325, 341, 445, 456",121,,,,,34.1146633,-118.5919163,7322 N. Topanga Canyon Blvd.
1468 S. Reeves St.,90035.0,5,2022,3.0,29.0,10.34%,Transit Oriented Communities (Toc),Market Rate Developments,,,"103, 206, 302",,,,,34.0531751,-118.3961718,1468 S. Reeves St.
1200 S. Magnolia Ave.,90006.0,1,2022,2.0,21.0,9.52%,Transit Oriented Communities (Toc),Market Rate Developments,,"204, 303",,,,,,34.0549076,-118.242643,1200 S. Magnolia Ave.
6575 W. Fountain Ave.,90028.0,13,2022,1.0,12.0,8.33%,Transit Oriented Communities (Toc),Market Rate Developments,,,102,,,,,34.0945393,-118.3330495,6575 W. Fountain Ave.
9708 S. Broadway,90003.0,8,2022,17.0,17.0,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,33.9478749,-118.2778689,9708 S. Broadway
3416 E. 1st St.,90063.0,14,2022,4.0,38.0,10.53%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0367135,-118.1944315,3416 E. 1st St.
1101 S. Fairfax Ave.,90019.0,10,2022,2.0,20.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0555876,-118.3654414,1101 S. Fairfax Ave.
728 S. Manhattan Pl.,90005.0,5,2022,6.0,60.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,"505, 709",,,"307, 401, 602, 208",,,,34.0588017,-118.3098885,728 S. Manhattan Pl.
7019 N. Canoga Ave.,91303.0,3,2022,22.0,220.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,"208, 220, 238, 244, 250, 311, 324, 327, 339, 346, 355, 412, 422, 431, 441, 453, 507, 516, 519, 532, 542, 549 ",,,,,,34.1980967,-118.5980572,7019 N. Canoga Ave.
5334 N. Cleon Ave.,91601.0,2,2022,15.0,15.0,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.16798730000001,-118.3683198,5334 N. Cleon Ave.
10714 W. Charnock Rd.,90034.0,5,2022,3.0,13.0,23.08%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0120327,-118.4284027,10714 W. Charnock Rd.
11908 W. Exposition Blvd.,90064.0,11,2022,3.0,27.0,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0188726,-118.3177272,11908 W. Exposition Blvd.
1419 N. New Hampshire Ave.,90027.0,13,2022,7.0,62.0,11.29%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0972524,-118.2930946,1419 N. New Hampshire Ave.
4670 W. Beverly Blvd.,90034.0,13,2022,3.0,30.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,404,"201, 307",,,,,,34.0256006,-118.1427194,4670 W. Beverly Blvd.
11261 W. Santa Monica Blvd.,90025.0,11,2022,12.0,119.0,10.08%,Transit Oriented Communities (Toc),Market Rate Developments,"205, 309, 508, PH6","219, 412, 422, 519","216, 317, 325, 424",,,,,34.0470178,-118.4477979,11261 W. Santa Monica Blvd.
1183 S. Bronson Ave.,90019.0,8,2022,1.0,5.0,20.00%,Transit Oriented Communities (Toc),Market Rate Developments,8,,,,,,,34.0503414,-118.3241753,1183 S. Bronson Ave.
2403 S. Clyde Ave.,90016.0,10,2022,13.0,13.0,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0354307,-118.3661513,2403 S. Clyde Ave.
5551 W. Jefferson Blvd.,90016.0,10,2022,2.0,17.0,11.76%,Transit Oriented Communities (Toc),Market Rate Developments,,3,9,,,,,34.0265232,-118.3679459,5551 W. Jefferson Blvd.
3200 S. La Cienega Blvd.,90016.0,10,2022,28.0,254.0,11.02%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0290667,-118.3717447,3200 S. La Cienega Blvd.
12007 S. Central Ave.,90059.0,15,2022,73.0,74.0,98.65%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,33.9235546,-118.2546038,12007 S. Central Ave.
1240 S. Magnolia Ave.,90006.0,1,2022,4.0,36.0,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0549076,-118.242643,1240 S. Magnolia Ave.
5300 S. Crenshaw Blvd.,90043.0,8,2022,9.0,82.0,10.98%,Transit Oriented Communities (Toc),Market Rate Developments,"107, 501, 511",,"110, 204, 219, 308, 316, 415",,,,,33.99462520000001,-118.3302717,5300 S. Crenshaw Blvd.
6615 W. Romaine St.,90038.0,13,2022,4.0,15.0,26.67%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.08903,-118.33366,6615 W. Romaine St.
18900 W. Parthenia St.,91324.0,12,2022,11.0,64.0,17.19%,Transit Oriented Communities (Toc),Market Rate Developments,,"101, 103, 105, 208, 305, 404, 407, 417","213, 215, 314",,,,,34.22798,-118.54519,18900 W. Parthenia St.
"4008 W. Martin Luther King, Jr. Blvd.",90008.0,10,2022,7.0,70.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.01537,-118.34299,"4008 W. Martin Luther King, Jr. Blvd."
505 N. St. Andrews Pl.,90004.0,13,2022,2.0,22.0,9.09%,Transit Oriented Communities (Toc),Market Rate Developments,,,"106, 201",,,,,34.0804955,-118.3114474,505 N. St. Andrews Pl.
936 S. Fedora St.,90006.0,10,2022,3.0,30.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,501,"306, 403",,,,,34.0545413,-118.2974432,936 S. Fedora St.
651 S. La Brea Ave.,90036.0,5,2022,19.0,121.0,15.70%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0634299,-118.34421,651 S. La Brea Ave.
3716 S. Motor Ave.,90034.0,5,2022,4.0,34.0,11.76%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0224229,-118.4051969,3716 S. Motor Ave.
3527 S. Hughes Ave.,90034.0,5,2022,5.0,43.0,11.63%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.028343,-118.402966,3527 S. Hughes Ave.
228 N. Soto St.,90033.0,14,2022,40.0,41.0,97.56%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.045917,-118.208018,228 N. Soto St.
330 N. Robinson St.,90026.0,13,2022,3.0,20.0,15.00%,Transit Oriented Communities (Toc),Market Rate Developments,,304,"203, 401",,,,,34.0764432,-118.2813454,330 N. Robinson St.
1206 W. Florence Ave.,90044.0,8,2022,3.0,27.0,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,33.9744556,-118.2966133,1206 W. Florence Ave.
600 N. Alvarado St.,90026.0,13,2022,5.0,62.0,8.06%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0729583,-118.2660708,600 N. Alvarado St.
1037 S. Dewey Ave.,90006.0,10,2022,6.0,60.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,"509, 603","306, 413","201, 211",,,,34.0515471,-118.2960298,1037 S. Dewey Ave.
3004 W. Sunset Blvd.,90026.0,13,2022,6.0,74.0,8.11%,Transit Oriented Communities (Toc),Market Rate Developments,"303, 408","210, 211, 318, 415",,,,,,34.0831779,-118.274069,3004 W. Sunset Blvd.
3471 W. Slauson Ave.,90043.0,8,2022,7.0,63.0,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,"214, 306, 410, 508","212, 315, 401",,,,,,33.989166,-118.3329486,3471 W. Slauson Ave.
14712 W. Friar St.,91411.0,6,2022,3.0,23.0,13.04%,Transit Oriented Communities (Toc),Market Rate Developments,,,"104, 203, 304",,,,,34.18544,-118.45358,14712 W. Friar St.
4750 W. Santa Monica Blvd.,90029.0,13,2022,10.0,85.0,11.76%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0906756,-118.2931829,4750 W. Santa Monica Blvd.
4508 N. Mariota Ave.,91602.0,2,2022,3.0,37.0,8.11%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.15257,-118.35054,4508 N. Mariota Ave.
2225 W. Sunset Blvd.,90026.0,13,2022,18.0,176.0,10.23%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0781377,-118.2659948,2225 W. Sunset Blvd.
5262 N. Cleon Ave.,91601.0,2,2022,15.0,15.0,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.1667062,-118.3683615,5262 N. Cleon Ave.
5217 W. Adams Blvd.,90016.0,10,2022,6.0,74.0,8.11%,Transit Oriented Communities (Toc),Market Rate Developments,,"215, 403, 504, 615","210, 314",,,,,34.0327312,-118.3557898,5217 W. Adams Blvd.
14431 W. Vose St.,91405.0,6,2022,37.0,332.0,11.14%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.1985483,-118.447593,14431 W. Vose St.
11033 W. Hartsook St.,91601.0,2,2022,8.0,62.0,12.90%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.1641895,-118.4751275,11033 W. Hartsook St.
707 S. Rampart Blvd.,90057.0,1,2022,6.0,55.0,10.91%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0590987,-118.2836152,707 S. Rampart Blvd.
4719 S. Western Ave.,90062.0,8,2022,21.0,21.0,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.000411,-118.309284,4719 S. Western Ave.
2925 S. Western Ave.,90018.0,10,2022,2.0,18.0,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.028036,-118.3091667,2925 S. Western Ave.
930 S. Gramercy Dr.,90019.0,5,2022,2.0,17.0,11.76%,Transit Oriented Communities (Toc),Market Rate Developments,,103,301,,,,,34.0548471,-118.3120298,930 S. Gramercy Dr.
850 E. 25th St.,90011.0,9,2022,17.0,17.0,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0206753,-118.2573699,850 E. 25th St.
1999 W. 3rd St.,90057.0,1,2022,136.0,137.0,99.27%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0625438,-118.2714903,1999 W. 3rd St.
142 E. Vernon Ave.,90011.0,9,2022,2.0,16.0,12.50%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0036299,-118.2730754,142 E. Vernon Ave.
7353 N. Milwood Ave.,91303.0,3,2022,3.0,16.0,18.75%,Transit Oriented Communities (Toc),Market Rate Developments,,"201, 302, 403",,,,,,34.2047007,-118.5943077,7353 N. Milwood Ave.
1025 S. Mariposa Ave.,90006.0,10,2022,10.0,100.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,"609, 219, 320, 413, 503, 615","201, 316, 404, 512",,,,,34.051921,-118.2991911,1025 S. Mariposa Ave.
1039 E. 28th St.,90011.0,9,2022,20.0,20.0,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.017184,-118.2560749,1039 E. 28th St.
1853 S. Manhattan Pl.,90018.0,10,2022,2.0,20.0,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.04024680000001,-118.3105071,1853 S. Manhattan Pl.
4611 S. Crenshaw Blvd.,90043.0,8,2022,22.0,195.0,11.28%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,34.0017974,-118.3313021,4611 S. Crenshaw Blvd.
17630 W. Sherman Way,91406.0,6,2022,5.0,39.0,12.82%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,"211, 304","205, 309, 103",,,,,,34.20108099999999,-118.5199707,17630 W. Sherman Way
1441 W. 5th St.,90017.0,1,2022,36.0,218.0,16.51%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,"118, 202, 210, 219, 306, 323, 405, 409, 502, 507, 531, 603, 610, 625, 701, 708","106, 215, 231, 313, 320, 419, 429, 515, 524, 618, 621, 714, 724","108, 229, 325, 333, 412, 533, 720",,,,,34.0557704,-118.2642613,1441 W. 5th St.
125 W. 46th St.,90037.0,9,2022,1.0,4.0,25.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,1A,,,,,34.0022023,-118.2749769,125 W. 46th St.
1740 W. 64th St.,90047.0,8,2022,1.0,3.0,33.33%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,33.9811788,-118.3081674,1740 W. 64th St.
511 N. Reno St.,90026.0,13,2022,2.0,6.0,33.33%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,34.0775002,-118.2775746,511 N. Reno St.
915 N. Marview Ave.,90012.0,1,2022,1.0,4.0,25.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,34.0677769,-118.2487981,915 N. Marview Ave.
569 N. Rossmore Ave.,90004.0,5,2022,1.0,70.0,1.43%,Unpermitted Dwelling Units (Udu),Market Rate Developments,104,,,,,,,34.0810227,-118.3275658,569 N. Rossmore Ave.
220 S. Poinsettia Pl.,90036.0,5,2022,1.0,8.0,12.50%,Unpermitted Dwelling Units (Udu),Market Rate Developments,7,,,,,,,34.070306,-118.3484672,220 S. Poinsettia Pl.
1426 N. Fairfax Ave.,90046.0,13,2022,1.0,10.0,10.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,10,,,,,,,34.0971065,-118.3611949,1426 N. Fairfax Ave.
6815 W. Lexington Ave.,90038.0,13,2022,1.0,5.0,20.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,34.092718,-118.339311,6815 W. Lexington Ave.
3759 S. Veteran Ave.,90034.0,5,2022,1.0,3.0,33.33%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,34.0160186,-118.4131769,3759 S. Veteran Ave.
977 N. Hyperion Ave.,90029.0,13,2022,2.0,10.0,20.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,"977 3/4, 981 1/4 ",,,,,34.0897648,-118.2814316,977 N. Hyperion Ave.
1340 S. Hill St.,90015.0,14,2022,59.0,235.0,25.11%,Other Ordinances Or Discretionary,Market Rate Developments,"201, 211, 312, 313, 329, 333, 336, 341, 343, 423, 431, 439, 442, 529, 532, 536, 541, 543, 609, 630, 631, 635, 642","207, 209, 304, 306, 316, 321, 405, 410, 415, 418, 426, 427, 434, 504, 506, 513, 517, 528, 540, 605, 615, 618, 626, 627, 634","324, 338, 407, 411, 444, 519, 538, 546, 607, 611, 644",,,,,34.0364377,-118.2626684,1340 S. Hill St.
200 W. Mesnager St.,90012.0,1,2022,7.0,280.0,2.50%,Other Ordinances Or Discretionary,Market Rate Developments,"227, 538","302, 411, 635, 741",231,,,,,34.068204,-118.2288028,200 W. Mesnager St.
15418 W. Bermuda St.,91345.0,7,2022,7.0,52.0,13.46%,Other Ordinances Or Discretionary,Market Rate Developments,,"206, 308, 406, 318","201, 217, 417",,,,,34.26737,-118.46852,15418 W. Bermuda St.
6650 N. Reseda Blvd.,91335.0,4,2022,18.0,180.0,10.00%,Other Ordinances Or Discretionary,Market Rate Developments,"314, 418, 435, 529","205, 207, 305, 331, 401, 513","212, 320, 326, 336, 411, 428, 509, 531",,,,,34.1917574,-118.5356343,6650 N. Reseda Blvd.
1457 N. Main St.,90012.0,1,2022,9.0,244.0,3.69%,Other Ordinances Or Discretionary,Market Rate Developments,"347, 435, 473, 553","134, 138, 215, 260, 370",,,,,,34.0657657,-118.2302763,1457 N. Main St.
6501 S. Broadway,90003.0,9,2022,50.0,50.0,100.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,33.9803414,-118.2786934,6501 S. Broadway
