Address,Zip Code,CD#,Year of Covenant,Affordable Units,Total Units,% of Affordable,Entitlements,Type2,AH Studio Unit #,AH 1BR Unit #,AH 2BR Unit #,AH 3BR Unit #,AH 4BR Unit #,AH 5BR Unit#,AH 6BR Unit#,LAT,LONG
11460 W. Killion St.,91601,2,2021,20,20,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1523 W. 8th St.,90017,1,2021,6,60,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,"407, 502","205, 301",,,,,,
1059 S. Holt Ave.,90035,5,2021,2,15,13.33%,Transit Oriented Communities (Toc),Market Rate Developments,,,"102, 203",,,,,,
4537 W. Santa Monica Blvd.,90029,13,2021,4,23,17.39%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
6200 S. Broadway,90003,9,2021,2,18,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,"1, 11",,,,,,,
7700 N. Woodman Ave.,91402,6,2021,56,239,23.43%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,,"1202, 1414, 1227, 1233, 2202, 2207, 2219, 2225, 1305, 1308, 1313, 1328, 2303, 2312, 2313, 2317, 2321, 2327, 1407, 1410, 1411, 1416, 1421, 1429, 2404, 2405, 2426, 2431, 2434, 1501, 1504, 1519, 1534, 2501, 2511, 2514, 2532, 2533","1206, 1226, 2210, 2215, 2224, 1317, 1331, 1332, 2323, 2328, 1403, 2409, 2430, 1512, 1525, 1530, 2508, 2529",,,,,,
4727 N. Willis Ave.,91403,9,2021,1,38,2.63%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,205,,,,,,,
5621 N. Denny Ave.,91601,2,2021,1,4,25.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
465.5 E. 46th St.,90011,9,2021,1,3,33.33%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,467,,,,,
6434 W. Yucca St.,90028,13,2021,12,49,24.49%,Unpermitted Dwelling Units (Udu),Market Rate Developments,"105, 116, 117, 205, 210, 211, 216, 217, 305, 310, 311, 316",,,,,,,,
103 N. Normandie Ave.,90004,10,2021,2,33,6.06%,Unpermitted Dwelling Units (Udu),Market Rate Developments,"2, 111",,,,,,,,
1302 N. Detroit St.,90046,13,2021,1,7,14.29%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
319  W. 53rd St.,90037,9,2021,1,4,25.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
323  W. 53rd St.,90037,9,2021,1,4,25.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
409 E. 5th St.,90013,14,2021,149,149,100.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
5440 W. Franklin Ave.,90027,4,2021,11,87,12.64%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
5215 S. Figueroa St.,90037,9,2021,39,40,97.50%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
685 W. 4th St.,90731,14,2021,27,28,96.43%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
2820 W. 7th St.,90005,1,2021,7,166,4.22%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
841 E. Venice Blvd.,90291,1,2021,8,9,88.89%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
516 N. Fries Ave.,90744,15,2021,38,39,97.44%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
1734 E. 55th St.,90058,9,2021,39,40,97.50%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
14130 W. Riverside Dr.,91423,4,2021,25,249,10.04%,Other Ordinances Or Discretionary,Market Rate Developments,"A216, A226, A415, A518, A524, A527, B101, B324, B330, B417, B423, B431, B511, B516","A205, A317, A323, A326, A419, A425, B110, B208, B223, B321, B520",,,,,,,
5504 W. Hollywood Blvd.,90027,13,2021,78,79,98.73%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
445 N. Avalon Blvd.,90744,15,2021,73,74,98.65%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
5627 W. Fernwood Ave.,90028,13,2021,59,60,98.33%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
14536 W. Burbank Blvd.,91411,4,2021,54,55,98.18%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
16015 Sherman Way 1-46,91406,6,2021,45,46,97.83%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
405 N. Westlake Ave.,90026,13,2021,18,19,94.74%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
100 W. 55th St.,90037,9,2021,56,57,98.25%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
11001 S. Broadway,90061,8,2021,54,55,98.18%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
11010 W. Santa Monica Blvd.,90025,5,2021,50,51,98.04%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
341 N. Mathews St,90033,14,2021,76,77,98.70%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
1141 S. Crenshaw Blvd.,90019,10,2021,42,43,97.67%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
3016 N. Main St.,90031,14,2021,96,97,98.97%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
1800 E. 1st St.,90033,14,2021,43,44,97.73%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
3311 S. Thatcher Ave.,90292,11,2021,10,98,10.20%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),"115, 134, 208, 217, 229","100, 202, 200",100,,,,,,
116 N. Lorena St.,90063,14,2021,48,49,97.96%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
10243 N. Topanga Canyon Blvd.,91311,12,2021,54,55,98.18%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
11604 W. Vanowen St.,91606,2,2021,48,49,97.96%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
1611 W. Montana St.,90026,13,2021,63,64,98.44%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
1055 S. Mariposa Ave.,90006,10,2021,40,41,97.56%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
2721 W. Wilshire Blvd.,90057,1,2021,63,64,98.44%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
1040 N. Kenmore Ave.,90029,13,2021,61,62,98.39%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
6527 S. Crenshaw Blvd.,90043,8,2021,42,43,97.67%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
441 S. Westlake Ave.,90057,1,2021,62,63,98.41%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
2652 W. Pico Blvd.,90006,1,2021,53,54,98.15%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
849 N. La Brea Ave.,90038,5,2021,49,50,98.00%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
4606 W. Washington Blvd.,90016,10,2021,22,23,95.65%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
4601 W. Washington Blvd.,90016,10,2021,33,33,100.00%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
619 S. Westlake,90057,1,2021,9,78,11.54%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
1047 S. Harvard Blvd.,90006,10,2021,46,47,97.87%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
20120 W. Sherman Way,91306,3,2021,89,91,97.80%,Parking Reduction Only (Density Bonus Ordinance),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
6576 S. West Blvd.,90043,8,2021,63,64,98.44%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
921 S. Beacon St.,90731,15,2021,10,100,10.00%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),"212, 518","104, 304, 319, 400, 406, 502","214, 216",,,,,,
401 E. 6th St.,90014,14,2021,93,94,98.94%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
555 S. Crocker St. (UPPER),90013,14,2021,133,134,99.25%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
555 S. Crocker St. (LOWER),90013,14,2021,142,144,98.61%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
450 S. Stanford Ave.,90013,14,2021,94,95,98.95%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
111 S. Soto St.,90033,14,2021,63,64,98.44%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
470 N. Wilton Pl.,90004,13,2022,1,13,7.69%,Density Bonus,Market Rate Developments,,,,,,,,,
2722 S. Figueroa St.,90007,9,2022,24,157,15.29%,Density Bonus,Market Rate Developments,"302, 423, 502, 727, 220, 227, 311, 623",522,"306, 325, 409, 605, 224, 524 ",,"213,413,613","218, 321, 518, 617, 729",,,
1450 W. Washington Blvd.,90007,1,2022,4,40,10.00%,Density Bonus,Market Rate Developments,,,,,,,,,
422 N. Alvarado St.,90026,13,2022,6,73,8.22%,Density Bonus,Market Rate Developments,,"209, 304, 312, 417, 515",203,,,,,,
1400 S. Glenville Dr.,90035,5,2022,8,64,12.50%,Density Bonus,Market Rate Developments,"310, 407, 501, 603","414, 505, 609",306,,,,,,
7050 W. Hawthorn Ave.,90028,13,2022,12,60,20.00%,Density Bonus,Market Rate Developments,,,,,,,,,
1814 S. Federal Ave.,90025,11,2022,1,11,9.09%,Density Bonus,Market Rate Developments,,,202,,,,,,
735 S. Boyle Ave.,90023,14,2022,1,5,20.00%,Density Bonus,Market Rate Developments,1,,,,,,,,
15027 W. Ventura Blvd.,91403,4,2022,4,33,12.12%,Density Bonus,Market Rate Developments,,"105, 202, 305, 401",,,,,,,
2121 S. Westwood Blvd.,90025,5,2022,11,92,11.96%,Density Bonus,Market Rate Developments,"113, 412","104, 114, 203, 220, 326, 405, 501, 503",309,,,,,,
1818 N. Cherokee Ave.,90028,13,2022,21,86,24.42%,Density Bonus,Market Rate Developments,"111, 511, 405","208, 209, 304, 307, 310, 406, 409, 508, 512, 604, 610, 706, 712, 607","203, 213, 314, 413",,,,,,
182 S. Virgil Ave.,90004,13,2022,5,23,21.74%,Density Bonus,Market Rate Developments,,"8, 23","3, 14, 19",,,,,,
7538 W. Apperson St.,91042,7,2022,1,7,14.29%,Density Bonus,Market Rate Developments,,,,202,,,,,
5817 W. Virginia Ave.,90038,13,2022,3,12,25.00%,Density Bonus,Market Rate Developments,,"201, 302, 401 ",,,,,,,
5320 N. Cartwright Ave.,91601,2,2022,4,46,8.70%,Density Bonus,Market Rate Developments,,,,,,,,,
320 N. La Cienega Blvd.,90048,5,2022,5,61,8.20%,Density Bonus,Market Rate Developments,,"204, 312, 401, 502, 612",,,,,,,
1339 N. Tamarind Ave.,90028,13,2022,4,44,9.09%,Density Bonus,Market Rate Developments,,,,,,,,,
8333 S. Airport Blvd.,90045,11,2022,100,102,98.04%,Density Bonus,Market Rate Developments,,,,,,,,,
1657 N. Western Ave.,90027,13,2022,198,200,99.00%,Density Bonus,Market Rate Developments,,,,,,,,,
5475 S. Inglewood Blvd.,90230,11,2022,1,11,9.09%,Density Bonus,Market Rate Developments,,310,,,,,,,
2800 N. Rokeby St.,90039,4,2022,4,39,10.26%,Density Bonus,Market Rate Developments,,"210, 308, 402",206,,,,,,
806 W. Adams Blvd.,90007,9,2022,6,52,11.54%,Density Bonus,Market Rate Developments,,,,"105, 121, 206, 210, 305, 308",,,,,
511 S. Harbor Blvd.,90731,15,2022,16,137,11.68%,Density Bonus,Market Rate Developments,"413, 516, 613, 813","409, 503, 523, 608, 624, 710, 723, 809, 824","418, 528, 704",,,,,,
2323 S. Scarff St.,90007,1,2022,1,10,10.00%,Density Bonus,Market Rate Developments,,,,,404,,,,
306 S. Union Pl.,90017,1,2022,4,30,13.33%,Transit Oriented Communities (Toc),Market Rate Developments,,"305, 401, 502",204,,,,,,
1546 S. Orange Grove Ave.,90019,10,2022,3,28,10.71%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1415 W. Court St.,90026,1,2022,7,46,15.22%,Transit Oriented Communities (Toc),Market Rate Developments,"304, 506","203, 403","102, 300",,207,,,,
612 N. Normandie Ave.,90004,13,2022,1,12,8.33%,Transit Oriented Communities (Toc),Market Rate Developments,,3,,,,,,,
339 S. Oxford Ave.,90020,10,2022,2,12,16.67%,Transit Oriented Communities (Toc),Market Rate Developments,,,303,404,,,,,
3518 S. Chespeake Ave.,90016,10,2022,3,29,10.34%,Transit Oriented Communities (Toc),Market Rate Developments,,,"206, 303, 401",,,,,,
5318 S. Hoover St.,90037,9,2022,56,57,98.25%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
3434 S. Chesapeake Ave.,90016,10,2022,1,10,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,202,,,,,,
1626 W. Temple St.,90026,13,2022,7,72,9.72%,Transit Oriented Communities (Toc),Market Rate Developments,,"211, 213, 303, 308, 414, 513, 602",,,,,,,
300 W. 60th St.,90003,9,2022,59,60,98.33%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
329 S. Bonnie Brae St.,90057,1,2022,3,30,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,"206, 406, 606",,,,,,
1411 S. Flower St.,90015,14,2022,25,227,11.01%,Transit Oriented Communities (Toc),Market Rate Developments,"210, 212, 214, 226, 309, 311, 313, 328, 330, 410, 412, 414, 431, 511, 513, 530, 610, 612, 629",,,,,,,,
525 S. Union Ave.,90017,1,2022,44,44,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
110 E. 116th St.,90061,15,2022,17,84,20.24%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
6506 S. Main St.,90003,9,2022,2,20,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
10811 S. Compton Ave.,90059,15,2022,28,29,96.55%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
2709 W. Florence Ave.,90043,2,2022,58,58,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1837 N. Workman St.,90031,14,2022,16,16,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
836 W. 42nd Pl.,90037,9,2022,5,31,16.13%,Transit Oriented Communities (Toc),Market Rate Developments,,"205, 306","101, 407",,501,,,,
611 N. Virgil Ave.,90004,13,2022,3,30,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,406,"205, 308",,,,,
549 S. Harvard Blvd.,90020,10,2022,15,150,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,210,"219, 608, 623, 703, 724","225, 305, 314, 326, 409, 412, 418, 513, 517",,,,,,
8717 S. Central Ave.,90002,9,2022,20,20,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
8940 N. Reseda Blvd.,91324,12,2022,5,51,9.80%,Transit Oriented Communities (Toc),Market Rate Developments,,"308, 403","212, 302",,,,,,
1525 W. Pizarro St.,90026,13,2022,10,90,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
9401 S. Broadway,90003,8,2022,17,17,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
8016 S. Western Ave.,90047,8,2022,20,20,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
11013 W. Hartsook St.,91601,2,2022,3,25,12.00%,Transit Oriented Communities (Toc),Market Rate Developments,,404,"201, 302",,,,,,
6110 S. San Pedro St.,90003,9,2022,16,16,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
3605 S. San Pedro St.,90011,9,2022,44,44,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1446 S. Bedford St.,90035,5,2022,3,29,10.34%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
942 N. Wilcox Ave.,90038,13,2022,3,15,20.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
153 N. Mariposa Ave.,90004,10,2022,20,20,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
608 N. Serrano Ave.,90004,13,2022,3,22,13.64%,Transit Oriented Communities (Toc),Market Rate Developments,,,,"202, 305",102,,,,
3433 N. Pasadena Ave (Building C),90031,1,2022,258,468,55.13%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
5566 W. Pico Blvd.,90019,10,2022,4,40,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
3450 W. 43rd St.,90008,10,2022,7,56,12.50%,Transit Oriented Communities (Toc),Market Rate Developments,"205, 209, 212, 306, 313, 404, 410",,,,,,,,
4347 S. Woodlawn Ave.,90011,9,2022,32,33,96.97%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
10914 S. Main St.,90061,8,2022,20,20,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
5806 W. Lexington Ave.,90038,13,2022,2,17,11.76%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1350 W Court St.,90026,1,2022,6,69,8.70%,Transit Oriented Communities (Toc),Market Rate Developments,406,213,"104, 210, 303",108,,,,,
913 S. Shenandoah St.,90035,5,2022,2,14,14.29%,Transit Oriented Communities (Toc),Market Rate Developments,,,"102, 201",,,,,,
1843 N. Sichel St.,90031,14,2022,20,21,95.24%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1529 S. Hi Point St.,90035,10,2022,2,14,14.29%,Transit Oriented Communities (Toc),Market Rate Developments,,,302,201,,,,,
10978 W. Wilkins Ave.,90024,5,2022,3,23,13.04%,Transit Oriented Communities (Toc),Market Rate Developments,,"302, 403",,,,,201,,
14811 W. Erwin St.,91411,6,2022,4,33,12.12%,Transit Oriented Communities (Toc),Market Rate Developments,,,"204, 207, 309, 406",,,,,,
7807 S. Broadway,90003,9,2022,20,,,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1427 S. Greenfield Ave.,90025,5,2022,5,29,17.24%,Transit Oriented Communities (Toc),Market Rate Developments,,"202, 302, 305, 402, 405",,,,,,,
1000 N. Edinburgh Ave.,90046,5,2022,2,18,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,"205, 304",,,,,,,,
10425 S. Avalon Blvd.,90003,8,2022,38,38,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
606 N. Manhattan Pl.,90004,13,2022,2,14,14.29%,Transit Oriented Communities (Toc),Market Rate Developments,203,401,,,,,,,
1510 S. Hi Point St.,90035,10,2022,6,58,10.34%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
2426 E. Cincinnati St.,90033,14,2022,2,18,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,204,101,,,,,,
2597 S. Alsace Ave.,90016,10,2022,2,24,8.33%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
5400 N. Carpenter Ave.,91607,2,2022,3,16,18.75%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
7322 N. Topanga Canyon Blvd.,91303,3,2022,12,149,8.05%,Transit Oriented Communities (Toc),Market Rate Developments,"137, 407","149, 157, 217, 228, 258, 325, 341, 445, 456",121,,,,,,
1468 S. Reeves St.,90035,5,2022,3,29,10.34%,Transit Oriented Communities (Toc),Market Rate Developments,,,"103, 206, 302",,,,,,
1200 S. Magnolia Ave.,90006,1,2022,2,21,9.52%,Transit Oriented Communities (Toc),Market Rate Developments,,"204, 303",,,,,,,
6575 W. Fountain Ave.,90028,13,2022,1,12,8.33%,Transit Oriented Communities (Toc),Market Rate Developments,,,102,,,,,,
9708 S. Broadway,90003,8,2022,17,17,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
3416 E. 1st St.,90063,14,2022,4,38,10.53%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1101 S. Fairfax Ave.,90019,10,2022,2,20,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
728 S. Manhattan Pl.,90005,5,2022,6,60,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,"505, 709",,,"307, 401, 602, 208",,,,,
7019 N. Canoga Ave.,91303,3,2022,22,220,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,"208, 220, 238, 244, 250, 311, 324, 327, 339, 346, 355, 412, 422, 431, 441, 453, 507, 516, 519, 532, 542, 549 ",,,,,,,
5334 N. Cleon Ave.,91601,2,2022,15,15,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
10714 W. Charnock Rd.,90034,5,2022,3,13,23.08%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
11908 W. Exposition Blvd.,90064,11,2022,3,27,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1419 N. New Hampshire Ave.,90027,13,2022,7,62,11.29%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
4670 W. Beverly Blvd.,90034,13,2022,3,30,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,404,"201, 307",,,,,,,
11261 W. Santa Monica Blvd.,90025,11,2022,12,119,10.08%,Transit Oriented Communities (Toc),Market Rate Developments,"205, 309, 508, PH6","219, 412, 422, 519","216, 317, 325, 424",,,,,,
1183 S. Bronson Ave.,90019,8,2022,1,5,20.00%,Transit Oriented Communities (Toc),Market Rate Developments,8,,,,,,,,
2403 S. Clyde Ave.,90016,10,2022,13,13,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
5551 W. Jefferson Blvd.,90016,10,2022,2,17,11.76%,Transit Oriented Communities (Toc),Market Rate Developments,,3,9,,,,,,
3200 S. La Cienega Blvd.,90016,10,2022,28,254,11.02%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
12007 S. Central Ave.,90059,15,2022,73,74,98.65%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1240 S. Magnolia Ave.,90006,1,2022,4,36,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
5300 S. Crenshaw Blvd.,90043,8,2022,9,82,10.98%,Transit Oriented Communities (Toc),Market Rate Developments,"107, 501, 511",,"110, 204, 219, 308, 316, 415",,,,,,
6615 W. Romaine St.,90038,13,2022,4,15,26.67%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
18900 W. Parthenia St.,91324,12,2022,11,64,17.19%,Transit Oriented Communities (Toc),Market Rate Developments,,"101, 103, 105, 208, 305, 404, 407, 417","213, 215, 314",,,,,,
"4008 W. Martin Luther King, Jr. Blvd.",90008,10,2022,7,70,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
505 N. St. Andrews Pl.,90004,13,2022,2,22,9.09%,Transit Oriented Communities (Toc),Market Rate Developments,,,"106, 201",,,,,,
936 S. Fedora St.,90006,10,2022,3,30,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,501,"306, 403",,,,,,
651 S. La Brea Ave.,90036,5,2022,19,121,15.70%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
3716 S. Motor Ave.,90034,5,2022,4,34,11.76%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
3527 S. Hughes Ave.,90034,5,2022,5,43,11.63%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
228 N. Soto St.,90033,14,2022,40,41,97.56%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
330 N. Robinson St.,90026,13,2022,3,20,15.00%,Transit Oriented Communities (Toc),Market Rate Developments,,304,"203, 401",,,,,,
1206 W. Florence Ave.,90044,8,2022,3,27,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
600 N. Alvarado St.,90026,13,2022,5,62,8.06%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1037 S. Dewey Ave.,90006,10,2022,6,60,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,"509, 603","306, 413","201, 211",,,,,
3004 W. Sunset Blvd.,90026,13,2022,6,74,8.11%,Transit Oriented Communities (Toc),Market Rate Developments,"303, 408","210, 211, 318, 415",,,,,,,
3471 W. Slauson Ave.,90043,8,2022,7,63,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,"214, 306, 410, 508","212, 315, 401",,,,,,,
14712 W. Friar St.,91411,6,2022,3,23,13.04%,Transit Oriented Communities (Toc),Market Rate Developments,,,"104, 203, 304",,,,,,
4750 W. Santa Monica Blvd.,90029,13,2022,10,85,11.76%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
4508 N. Mariota Ave.,91602,2,2022,3,37,8.11%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
2225 W. Sunset Blvd.,90026,13,2022,18,176,10.23%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
5262 N. Cleon Ave.,91601,2,2022,15,15,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
5217 W. Adams Blvd.,90016,10,2022,6,74,8.11%,Transit Oriented Communities (Toc),Market Rate Developments,,"215, 403, 504, 615","210, 314",,,,,,
14431 W. Vose St.,91405,6,2022,37,332,11.14%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
11033 W. Hartsook St.,91601,2,2022,8,62,12.90%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
707 S. Rampart Blvd.,90057,1,2022,6,55,10.91%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
4719 S. Western Ave.,90062,8,2022,21,21,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
2925 S. Western Ave.,90018,10,2022,2,18,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
930 S. Gramercy Dr.,90019,5,2022,2,17,11.76%,Transit Oriented Communities (Toc),Market Rate Developments,,103,301,,,,,,
850 E. 25th St.,90011,9,2022,17,17,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1999 W. 3rd St.,90057,1,2022,136,137,99.27%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
142 E. Vernon Ave.,90011,9,2022,2,16,12.50%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
7353 N. Milwood Ave.,91303,3,2022,3,16,18.75%,Transit Oriented Communities (Toc),Market Rate Developments,,"201, 302, 403",,,,,,,
1025 S. Mariposa Ave.,90006,10,2022,10,100,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,"609, 219, 320, 413, 503, 615","201, 316, 404, 512",,,,,,
1039 E. 28th St.,90011,9,2022,20,20,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1853 S. Manhattan Pl.,90018,10,2022,2,20,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
4611 S. Crenshaw Blvd.,90043,8,2022,22,195,11.28%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
